granule_id,time_start,time_end,product,location,split,us_url,eu_url,as_url,cksum,granule_size
20190916T042000_maiac_tpe_0.hdf,2019-09-16T02:35:00.000Z,2019-09-16 04:20:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190916T042000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190916T042000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190916T042000_maiac_tpe_0.hdf,1407387821,8218865
20190917T032500_maiac_tpe_0.hdf,2019-09-17T01:40:00.000Z,2019-09-17 03:25:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190917T032500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190917T032500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190917T032500_maiac_tpe_0.hdf,1312859383,4447577
20190917T032500_maiac_tpe_1.hdf,2019-09-17T01:40:00.000Z,2019-09-17 03:25:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190917T032500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190917T032500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190917T032500_maiac_tpe_1.hdf,3663234577,8733590
20190918T041000_maiac_tpe_0.hdf,2019-09-18T02:20:00.000Z,2019-09-18 04:10:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190918T041000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190918T041000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190918T041000_maiac_tpe_0.hdf,3616227036,8840543
20190918T023000_maiac_tpe_0.hdf,2019-09-18T02:20:00.000Z,2019-09-18 02:30:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190918T023000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190918T023000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190918T023000_maiac_tpe_0.hdf,1903752497,4582635
20190919T031500_maiac_tpe_0.hdf,2019-09-19T03:05:00.000Z,2019-09-19 03:15:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190919T031500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190919T031500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190919T031500_maiac_tpe_0.hdf,1924148307,3472687
20190919T031500_maiac_tpe_1.hdf,2019-09-19T03:05:00.000Z,2019-09-19 03:15:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190919T031500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190919T031500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190919T031500_maiac_tpe_1.hdf,1724076292,9948744
20190920T035500_maiac_tpe_0.hdf,2019-09-20T02:10:00.000Z,2019-09-20 03:55:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190920T035500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190920T035500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190920T035500_maiac_tpe_0.hdf,2056586529,10441717
20190920T021500_maiac_tpe_0.hdf,2019-09-20T02:10:00.000Z,2019-09-20 02:15:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190920T021500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190920T021500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190920T021500_maiac_tpe_0.hdf,879301623,4262898
20190921T030000_maiac_tpe_0.hdf,2019-09-21T01:15:00.000Z,2019-09-21 03:00:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190921T030000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190921T030000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190921T030000_maiac_tpe_0.hdf,4161514237,3716706
20190921T030000_maiac_tpe_1.hdf,2019-09-21T02:50:00.000Z,2019-09-21 03:00:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190921T030000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190921T030000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190921T030000_maiac_tpe_1.hdf,570882729,10956202
20190922T034500_maiac_tpe_0.hdf,2019-09-22T01:55:00.000Z,2019-09-22 03:45:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190922T034500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190922T034500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190922T034500_maiac_tpe_0.hdf,2710641423,9415767
20190922T020500_maiac_tpe_0.hdf,2019-09-22T01:55:00.000Z,2019-09-22 02:05:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190922T020500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190922T020500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190922T020500_maiac_tpe_0.hdf,921607771,4749073
20190923T025000_maiac_tpe_0.hdf,2019-09-23T01:00:00.000Z,2019-09-23 02:50:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190923T025000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190923T025000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190923T025000_maiac_tpe_0.hdf,2321749797,4833225
20190923T025000_maiac_tpe_1.hdf,2019-09-23T02:40:00.000Z,2019-09-23 02:50:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190923T025000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190923T025000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190923T025000_maiac_tpe_1.hdf,1901214161,11076542
20190924T033000_maiac_tpe_0.hdf,2019-09-24T01:45:00.000Z,2019-09-24 03:30:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190924T033000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190924T033000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190924T033000_maiac_tpe_0.hdf,3666336232,5746410
20190924T033000_maiac_tpe_1.hdf,2019-09-24T01:45:00.000Z,2019-09-24 03:30:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190924T033000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190924T033000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190924T033000_maiac_tpe_1.hdf,1954181131,9943904
20190925T023500_maiac_tpe_0.hdf,2019-09-25T00:50:00.000Z,2019-09-25 02:35:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190925T023500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190925T023500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190925T023500_maiac_tpe_0.hdf,4167077532,4730939
20190925T041500_maiac_tpe_0.hdf,2019-09-25T02:30:00.000Z,2019-09-25 04:15:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190925T041500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190925T041500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190925T041500_maiac_tpe_0.hdf,3282199243,10568931
20190926T032000_maiac_tpe_0.hdf,2019-09-26T01:30:00.000Z,2019-09-26 03:20:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190926T032000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190926T032000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190926T032000_maiac_tpe_0.hdf,415293005,5444524
20190926T032000_maiac_tpe_1.hdf,2019-09-26T01:35:00.000Z,2019-09-26 03:20:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190926T032000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190926T032000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190926T032000_maiac_tpe_1.hdf,3151848003,9232676
20190927T022500_maiac_tpe_0.hdf,2019-09-27T02:15:00.000Z,2019-09-27 02:25:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190927T022500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190927T022500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190927T022500_maiac_tpe_0.hdf,1457958542,3797911
20190927T040000_maiac_tpe_0.hdf,2019-09-27T02:15:00.000Z,2019-09-27 04:00:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190927T040000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190927T040000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190927T040000_maiac_tpe_0.hdf,1848150664,9400459
20190928T030500_maiac_tpe_0.hdf,2019-09-28T01:20:00.000Z,2019-09-28 03:05:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190928T030500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190928T030500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190928T030500_maiac_tpe_0.hdf,1152299254,4623168
20190928T030500_maiac_tpe_1.hdf,2019-09-28T03:00:00.000Z,2019-09-28 03:05:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190928T030500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190928T030500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190928T030500_maiac_tpe_1.hdf,1567280240,10253088
20190929T021000_maiac_tpe_0.hdf,2019-09-29T02:05:00.000Z,2019-09-29 02:10:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190929T021000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190929T021000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190929T021000_maiac_tpe_0.hdf,3832460716,5338291
20190929T035000_maiac_tpe_0.hdf,2019-09-29T02:05:00.000Z,2019-09-29 03:50:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190929T035000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190929T035000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190929T035000_maiac_tpe_0.hdf,3314733899,9882160
20190930T025500_maiac_tpe_0.hdf,2019-09-30T01:10:00.000Z,2019-09-30 02:55:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190930T025500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190930T025500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190930T025500_maiac_tpe_0.hdf,2365693772,2869439
20190930T025500_maiac_tpe_1.hdf,2019-09-30T02:45:00.000Z,2019-09-30 02:55:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20190930T025500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20190930T025500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20190930T025500_maiac_tpe_1.hdf,4015332058,10600470
20191001T033500_maiac_tpe_0.hdf,2019-10-01T01:50:00.000Z,2019-10-01 03:35:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191001T033500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191001T033500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191001T033500_maiac_tpe_0.hdf,4084840401,9600094
20191001T033500_maiac_tpe_1.hdf,2019-10-01T01:50:00.000Z,2019-10-01 03:35:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191001T033500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191001T033500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191001T033500_maiac_tpe_1.hdf,1750545394,3625769
20191002T024000_maiac_tpe_0.hdf,2019-10-02T00:55:00.000Z,2019-10-02 02:40:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191002T024000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191002T024000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191002T024000_maiac_tpe_0.hdf,3591520246,5411507
20191002T042000_maiac_tpe_0.hdf,2019-10-02T02:35:00.000Z,2019-10-02 04:20:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191002T042000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191002T042000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191002T042000_maiac_tpe_0.hdf,96419881,11195756
20191003T032500_maiac_tpe_0.hdf,2019-10-03T01:40:00.000Z,2019-10-03 03:25:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191003T032500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191003T032500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191003T032500_maiac_tpe_0.hdf,423131332,6013500
20191003T032500_maiac_tpe_1.hdf,2019-10-03T01:40:00.000Z,2019-10-03 03:25:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191003T032500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191003T032500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191003T032500_maiac_tpe_1.hdf,3600211779,9655946
20191004T023000_maiac_tpe_0.hdf,2019-10-04T02:20:00.000Z,2019-10-04 02:30:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191004T023000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191004T023000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191004T023000_maiac_tpe_0.hdf,2654997338,5118674
20191004T041000_maiac_tpe_0.hdf,2019-10-04T02:20:00.000Z,2019-10-04 04:10:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191004T041000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191004T041000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191004T041000_maiac_tpe_0.hdf,957749231,9676196
20191005T031500_maiac_tpe_0.hdf,2019-10-05T01:25:00.000Z,2019-10-05 03:15:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191005T031500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191005T031500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191005T031500_maiac_tpe_0.hdf,2570682482,5120724
20191005T031500_maiac_tpe_1.hdf,2019-10-05T03:05:00.000Z,2019-10-05 03:15:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191005T031500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191005T031500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191005T031500_maiac_tpe_1.hdf,38936141,9021108
20191006T021500_maiac_tpe_0.hdf,2019-10-06T02:10:00.000Z,2019-10-06 02:15:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191006T021500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191006T021500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191006T021500_maiac_tpe_0.hdf,1859609564,5264578
20191006T035500_maiac_tpe_0.hdf,2019-10-06T02:10:00.000Z,2019-10-06 03:55:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191006T035500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191006T035500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191006T035500_maiac_tpe_0.hdf,3437912310,6863595
20191007T030000_maiac_tpe_0.hdf,2019-10-07T01:15:00.000Z,2019-10-07 03:00:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191007T030000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191007T030000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191007T030000_maiac_tpe_0.hdf,1180112745,5654010
20191007T030000_maiac_tpe_1.hdf,2019-10-07T02:50:00.000Z,2019-10-07 03:00:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191007T030000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191007T030000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191007T030000_maiac_tpe_1.hdf,1980650881,6961795
20191008T034500_maiac_tpe_0.hdf,2019-10-08T01:55:00.000Z,2019-10-08 03:45:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191008T034500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191008T034500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191008T034500_maiac_tpe_0.hdf,3588097469,6305747
20191008T020500_maiac_tpe_0.hdf,2019-10-08T01:55:00.000Z,2019-10-08 02:05:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191008T020500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191008T020500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191008T020500_maiac_tpe_0.hdf,84727026,5404091
20191009T025000_maiac_tpe_0.hdf,2019-10-09T01:00:00.000Z,2019-10-09 02:50:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191009T025000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191009T025000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191009T025000_maiac_tpe_0.hdf,3185220644,4423947
20191009T025000_maiac_tpe_1.hdf,2019-10-09T02:40:00.000Z,2019-10-09 02:50:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191009T025000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191009T025000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191009T025000_maiac_tpe_1.hdf,3958729572,7978484
20191010T033000_maiac_tpe_0.hdf,2019-10-10T01:45:00.000Z,2019-10-10 03:30:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191010T033000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191010T033000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191010T033000_maiac_tpe_0.hdf,3551579341,8601081
20191010T033000_maiac_tpe_1.hdf,2019-10-10T01:45:00.000Z,2019-10-10 03:30:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191010T033000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191010T033000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191010T033000_maiac_tpe_1.hdf,4119865115,4802618
20191011T023500_maiac_tpe_0.hdf,2019-10-11T00:50:00.000Z,2019-10-11 02:35:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191011T023500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191011T023500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191011T023500_maiac_tpe_0.hdf,230706685,4430644
20191011T041500_maiac_tpe_0.hdf,2019-10-11T02:30:00.000Z,2019-10-11 04:15:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191011T041500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191011T041500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191011T041500_maiac_tpe_0.hdf,1922212188,9729785
20191012T032000_maiac_tpe_0.hdf,2019-10-12T01:30:00.000Z,2019-10-12 03:20:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191012T032000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191012T032000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191012T032000_maiac_tpe_0.hdf,3914517160,7729373
20191012T032000_maiac_tpe_1.hdf,2019-10-12T01:30:00.000Z,2019-10-12 03:20:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191012T032000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191012T032000_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191012T032000_maiac_tpe_1.hdf,1654451393,4965077
20191013T040000_maiac_tpe_0.hdf,2019-10-13T02:15:00.000Z,2019-10-13 04:00:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191013T040000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191013T040000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191013T040000_maiac_tpe_0.hdf,1196541355,6772581
20191013T022500_maiac_tpe_0.hdf,2019-10-13T02:15:00.000Z,2019-10-13 02:25:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191013T022500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191013T022500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191013T022500_maiac_tpe_0.hdf,2127089948,5450732
20191014T030500_maiac_tpe_0.hdf,2019-10-14T01:20:00.000Z,2019-10-14 03:05:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191014T030500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191014T030500_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191014T030500_maiac_tpe_0.hdf,1056794508,5103378
20191014T030500_maiac_tpe_1.hdf,2019-10-14T03:00:00.000Z,2019-10-14 03:05:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191014T030500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191014T030500_maiac_tpe_1.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191014T030500_maiac_tpe_1.hdf,924512864,6623384
20191015T035000_maiac_tpe_0.hdf,2019-10-15T02:05:00.000Z,2019-10-15 03:50:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191015T035000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191015T035000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191015T035000_maiac_tpe_0.hdf,4020102179,6470020
20191015T021000_maiac_tpe_0.hdf,2019-10-15T02:05:00.000Z,2019-10-15 02:10:00+00:00,maiac,tpe,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2019/20191015T021000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2019/20191015T021000_maiac_tpe_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2019/20191015T021000_maiac_tpe_0.hdf,2588246365,5245280
